No.;Time;;Time 1;Time 2;Delay ;;Delay 1;Delay 2;Jitter
1873;7,490756;;7,490756;7,490756;0;;0;-0,00025;-0,00025
1874;7,490756;;7,490756;7,490756;0;;-0,00025;6,80E-05;0,000318
1875;7,490756;;7,490756;7,491006;0,00025;;6,80E-05;-0,002981;-0,003049
1876;7,491006;;7,491006;7,491188;0,000182;;-0,002981;0,003163;0,006144
1877;7,491188;;7,491188;7,494351;0,003163;;0,003163;0;-0,003163
1878;7,494351;;7,494351;7,494351;0;;0;0;0
1879;7,494351;;7,494351;7,494351;0;;0;0;0
1880;7,494351;;7,494351;7,494351;0;;0;0;0
1881;7,494351;;7,494351;7,494351;0;;0;0;0
1882;7,494351;;7,494351;7,494351;0;;0;0;0
1883;7,494351;;7,494351;7,494351;0;;0;-0,000524;-0,000524
1884;7,494351;;7,494351;7,494351;0;;-0,000524;0,000524;0,001048
1885;7,494351;;7,494351;7,494875;0,000524;;0,000524;0;-0,000524
1886;7,494875;;7,494875;7,494875;0;;0;0;0
1887;7,494875;;7,494875;7,494875;0;;0;-3,30E-05;-3,30E-05
1888;7,494875;;7,494875;7,494875;0;;-3,30E-05;-0,000274;-0,000241
1889;7,494875;;7,494875;7,494908;3,30E-05;;-0,000274;-0,000246;2,80E-05
1890;7,494908;;7,494908;7,495215;0,000307;;-0,000246;-0,000116;0,00013
1891;7,495215;;7,495215;7,495768;0,000553;;-0,000116;-0,000325;-0,000209
1892;7,495768;;7,495768;7,496437;0,000669;;-0,000325;0,000994;0,001319
1893;7,496437;;7,496437;7,497431;0,000994;;0,000994;0;-0,000994
1894;7,497431;;7,497431;7,497431;0;;0;0;0
1895;7,497431;;7,497431;7,497431;0;;0;0;0
1896;7,497431;;7,497431;7,497431;0;;0;0;0
1897;7,497431;;7,497431;7,497431;0;;0;0;0
1898;7,497431;;7,497431;7,497431;0;;0;-0,003739;-0,003739
1899;7,497431;;7,497431;7,497431;0;;-0,003739;0,003739;0,007478
1900;7,497431;;7,497431;7,50117;0,003739;;0,003739;0;-0,003739
1901;7,50117;;7,50117;7,50117;0;;0;0;0
1902;7,50117;;7,50117;7,50117;0;;0;0;0
1903;7,50117;;7,50117;7,50117;0;;0;-0,0002;-0,0002
1904;7,50117;;7,50117;7,50117;0;;-0,0002;-0,000366;-0,000166
1905;7,50117;;7,50117;7,50137;0,0002;;-0,000366;0,000566;0,000932
1906;7,50137;;7,50137;7,501936;0,000566;;0,000566;0;-0,000566
1907;7,501936;;7,501936;7,501936;0;;0;0;0
1908;7,501936;;7,501936;7,501936;0;;0;-0,001041;-0,001041
1909;7,501936;;7,501936;7,501936;0;;-0,001041;-0,000675;0,000366
1910;7,501936;;7,501936;7,502977;0,001041;;-0,000675;0,001716;0,002391
1911;7,502977;;7,502977;7,504693;0,001716;;0,001716;0;-0,001716
1912;7,504693;;7,504693;7,504693;0;;0;0;0
1913;7,504693;;7,504693;7,504693;0;;0;-0,0032;-0,0032
1914;7,504693;;7,504693;7,504693;0;;-0,0032;0,0032;0,0064
1915;7,504693;;7,504693;7,507893;0,0032;;0,0032;0;-0,0032
1916;7,507893;;7,507893;7,507893;0;;0;0;0
1917;7,507893;;7,507893;7,507893;0;;0;0;0
1918;7,507893;;7,507893;7,507893;0;;0;0;0
1919;7,507893;;7,507893;7,507893;0;;0;0;0
1920;7,507893;;7,507893;7,507893;0;;0;0;0
1921;7,507893;;7,507893;7,507893;0;;0;0;0
1922;7,507893;;7,507893;7,507893;0;;0;0;0
1923;7,507893;;7,507893;7,507893;0;;0;0;0
1924;7,507893;;7,507893;7,507893;0;;0;0;0
1925;7,507893;;7,507893;7,507893;0;;0;-0,000429;-0,000429
1926;7,507893;;7,507893;7,507893;0;;-0,000429;0,000229;0,000658
1927;7,507893;;7,507893;7,508322;0,000429;;0,000229;0,0002;-2,90E-05
1928;7,508322;;7,508322;7,508522;0,0002;;0,0002;0;-0,0002
1929;7,508522;;7,508522;7,508522;0;;0;0;0
1930;7,508522;;7,508522;7,508522;0;;0;-0,000151;-0,000151
1931;7,508522;;7,508522;7,508522;0;;-0,000151;-3,30E-05;0,000118
1932;7,508522;;7,508522;7,508673;0,000151;;-3,30E-05;-0,002409;-0,002376
1933;7,508673;;7,508673;7,508857;0,000184;;-0,002409;0,002593;0,005002
1934;7,508857;;7,508857;7,51145;0,002593;;0,002593;0;-0,002593
1935;7,51145;;7,51145;7,51145;0;;0;0;0
1936;7,51145;;7,51145;7,51145;0;;0;0;0
1937;7,51145;;7,51145;7,51145;0;;0;0;0
1938;7,51145;;7,51145;7,51145;0;;0;0;0
1939;7,51145;;7,51145;7,51145;0;;0;-0,000186;-0,000186
1940;7,51145;;7,51145;7,51145;0;;-0,000186;-1,20E-05;0,000174
1941;7,51145;;7,51145;7,511636;0,000186;;-1,20E-05;-2,80E-05;-1,60E-05
1942;7,511636;;7,511636;7,511834;0,000198;;-2,80E-05;0,000226;0,000254
1943;7,511834;;7,511834;7,51206;0,000226;;0,000226;-0,001292;-0,001518
1944;7,51206;;7,51206;7,51206;0;;-0,001292;0,000845;0,002137
1945;7,51206;;7,51206;7,513352;0,001292;;0,000845;-0,000311;-0,001156
1946;7,513352;;7,513352;7,513799;0,000447;;-0,000311;0,000758;0,001069
1947;7,513799;;7,513799;7,514557;0,000758;;0,000758;0;-0,000758
1948;7,514557;;7,514557;7,514557;0;;0;0;0
1949;7,514557;;7,514557;7,514557;0;;0;0;0
1950;7,514557;;7,514557;7,514557;0;;0;0;0
1951;7,514557;;7,514557;7,514557;0;;0;0;0
1952;7,514557;;7,514557;7,514557;0;;0;-0,00113;-0,00113
1953;7,514557;;7,514557;7,514557;0;;-0,00113;0,00113;0,00226
1954;7,514557;;7,514557;7,515687;0,00113;;0,00113;0;-0,00113
1955;7,515687;;7,515687;7,515687;0;;0;0;0
1956;7,515687;;7,515687;7,515687;0;;0;-0,00022;-0,00022
1957;7,515687;;7,515687;7,515687;0;;-0,00022;-0,000502;-0,000282
1958;7,515687;;7,515687;7,515907;0,00022;;-0,000502;0,000254;0,000756
1959;7,515907;;7,515907;7,516629;0,000722;;0,000254;0,000158;-9,60E-05
1960;7,516629;;7,516629;7,517097;0,000468;;0,000158;0,00031;0,000152
1961;7,517097;;7,517097;7,517407;0,00031;;0,00031;0;-0,00031
1962;7,517407;;7,517407;7,517407;0;;0;0;0
1963;7,517407;;7,517407;7,517407;0;;0;0;0
1964;7,517407;;7,517407;7,517407;0;;0;-0,001687;-0,001687
1965;7,517407;;7,517407;7,517407;0;;-0,001687;0,001436;0,003123
1966;7,517407;;7,517407;7,519094;0,001687;;0,001436;-0,001017;-0,002453
1967;7,519094;;7,519094;7,519345;0,000251;;-0,001017;0,001268;0,002285
1968;7,519345;;7,519345;7,520613;0,001268;;0,001268;0;-0,001268
1969;7,520613;;7,520613;7,520613;0;;0;0;0
1970;7,520613;;7,520613;7,520613;0;;0;-0,000171;-0,000171
1971;7,520613;;7,520613;7,520613;0;;-0,000171;-9,40E-05;7,70E-05
1972;7,520613;;7,520613;7,520784;0,000171;;-9,40E-05;0,000132;0,000226
1973;7,520784;;7,520784;7,521049;0,000265;;0,000132;7,70E-05;-5,50E-05
1974;7,521049;;7,521049;7,521182;0,000133;;7,70E-05;-3,70E-05;-0,000114
1975;7,521182;;7,521182;7,521238;5,60E-05;;-3,70E-05;3,70E-05;7,40E-05
1976;7,521238;;7,521238;7,521331;9,30E-05;;3,70E-05;5,60E-05;1,90E-05
1977;7,521331;;7,521331;7,521387;5,60E-05;;5,60E-05;0;-5,60E-05
1978;7,521387;;7,521387;7,521387;0;;0;-0,000203;-0,000203
1979;7,521387;;7,521387;7,521387;0;;-0,000203;9,10E-05;0,000294
1980;7,521387;;7,521387;7,52159;0,000203;;9,10E-05;5,70E-05;-3,40E-05
1981;7,52159;;7,52159;7,521702;0,000112;;5,70E-05;-0,001843;-0,0019
1982;7,521702;;7,521702;7,521757;5,50E-05;;-0,001843;0,00132;0,003163
1983;7,521757;;7,521757;7,523655;0,001898;;0,00132;0,000578;-0,000742
1984;7,523655;;7,523655;7,524233;0,000578;;0,000578;0;-0,000578
1985;7,524233;;7,524233;7,524233;0;;0;0;0
1986;7,524233;;7,524233;7,524233;0;;0;-0,000929;-0,000929
1987;7,524233;;7,524233;7,524233;0;;-0,000929;0,000546;0,001475
1988;7,524233;;7,524233;7,525162;0,000929;;0,000546;8,00E-06;-0,000538
1989;7,525162;;7,525162;7,525545;0,000383;;8,00E-06;-2,00E-05;-2,80E-05
1990;7,525545;;7,525545;7,52592;0,000375;;-2,00E-05;0,000395;0,000415
1991;7,52592;;7,52592;7,526315;0,000395;;0,000395;0;-0,000395
1992;7,526315;;7,526315;7,526315;0;;0;0;0
1993;7,526315;;7,526315;7,526315;0;;0;-0,00028;-0,00028
1994;7,526315;;7,526315;7,526315;0;;-0,00028;8,10E-05;0,000361
1995;7,526315;;7,526315;7,526595;0,00028;;8,10E-05;0,00011;2,90E-05
1996;7,526595;;7,526595;7,526794;0,000199;;0,00011;-0,003914;-0,004024
1997;7,526794;;7,526794;7,526883;8,90E-05;;-0,003914;0,004003;0,007917
1998;7,526883;;7,526883;7,530886;0,004003;;0,004003;-0,000248;-0,004251
1999;7,530886;;7,530886;7,530886;0;;-0,000248;0,000248;0,000496
2000;7,530886;;7,530886;7,531134;0,000248;;0,000248;0;-0,000248
2001;7,531134;;7,531134;7,531134;0;;0;0;0
2002;7,531134;;7,531134;7,531134;0;;0;-0,000217;-0,000217
2003;7,531134;;7,531134;7,531134;0;;-0,000217;-0,001322;-0,001105
2004;7,531134;;7,531134;7,531351;0,000217;;-0,001322;0,000867;0,002189
2005;7,531351;;7,531351;7,53289;0,001539;;0,000867;0,000672;-0,000195
2006;7,53289;;7,53289;7,533562;0,000672;;0,000672;0;-0,000672
2007;7,533562;;7,533562;7,533562;0;;0;0;0
2008;7,533562;;7,533562;7,533562;0;;0;0;0
2009;7,533562;;7,533562;7,533562;0;;0;0;0
2010;7,533562;;7,533562;7,533562;0;;0;-0,000446;-0,000446
2011;7,533562;;7,533562;7,533562;0;;-0,000446;0,000446;0,000892
2012;7,533562;;7,533562;7,534008;0,000446;;0,000446;-0,000609;-0,001055
2013;7,534008;;7,534008;7,534008;0;;-0,000609;0,00017;0,000779
2014;7,534008;;7,534008;7,534617;0,000609;;0,00017;5,10E-05;-0,000119
2015;7,534617;;7,534617;7,535056;0,000439;;5,10E-05;0,000388;0,000337
2016;7,535056;;7,535056;7,535444;0,000388;;0,000388;0;-0,000388
2017;7,535444;;7,535444;7,535444;0;;0;-0,004265;-0,004265
2018;7,535444;;7,535444;7,535444;0;;-0,004265;0,004265;0,00853
2019;7,535444;;7,535444;7,539709;0,004265;;0,004265;0;-0,004265
2020;7,539709;;7,539709;7,539709;0;;0;0;0
2021;7,539709;;7,539709;7,539709;0;;0;0;0
2022;7,539709;;7,539709;7,539709;0;;0;0;0
2023;7,539709;;7,539709;7,539709;0;;0;0;0
2024;7,539709;;7,539709;7,539709;0;;0;0;0
2025;7,539709;;7,539709;7,539709;0;;0;0;0
2026;7,539709;;7,539709;7,539709;0;;0;-0,000382;-0,000382
2027;7,539709;;7,539709;7,539709;0;;-0,000382;0,000184;0,000566
2028;7,539709;;7,539709;7,540091;0,000382;;0,000184;9,00E-05;-9,40E-05
2029;7,540091;;7,540091;7,540289;0,000198;;9,00E-05;2,40E-05;-6,60E-05
2030;7,540289;;7,540289;7,540397;0,000108;;2,40E-05;-0,000577;-0,000601
2031;7,540397;;7,540397;7,540481;8,40E-05;;-0,000577;0,000403;0,00098
2032;7,540481;;7,540481;7,541142;0,000661;;0,000403;-0,000246;-0,000649
2033;7,541142;;7,541142;7,5414;0,000258;;-0,000246;0,000504;0,00075
2034;7,5414;;7,5414;7,541904;0,000504;;0,000504;0;-0,000504
2035;7,541904;;7,541904;7,541904;0;;0;0;0
2036;7,541904;;7,541904;7,541904;0;;0;-0,000429;-0,000429
2037;7,541904;;7,541904;7,541904;0;;-0,000429;0,000304;0,000733
2038;7,541904;;7,541904;7,542333;0,000429;;0,000304;5,00E-05;-0,000254
2039;7,542333;;7,542333;7,542458;0,000125;;5,00E-05;-0,001269;-0,001319
2040;7,542458;;7,542458;7,542533;7,50E-05;;-0,001269;0,001344;0,002613
2041;7,542533;;7,542533;7,543877;0,001344;;0,001344;0;-0,001344
2042;7,543877;;7,543877;7,543877;0;;0;0;0
2043;7,543877;;7,543877;7,543877;0;;0;0;0
2044;7,543877;;7,543877;7,543877;0;;0;-0,000231;-0,000231
2045;7,543877;;7,543877;7,543877;0;;-0,000231;6,90E-05;0,0003
2046;7,543877;;7,543877;7,544108;0,000231;;6,90E-05;7,80E-05;9,00E-06
2047;7,544108;;7,544108;7,54427;0,000162;;7,80E-05;1,70E-05;-6,10E-05
2048;7,54427;;7,54427;7,544354;8,40E-05;;1,70E-05;-0,0066;-0,006617
2049;7,544354;;7,544354;7,544421;6,70E-05;;-0,0066;0,006667;0,013267
2050;7,544421;;7,544421;7,551088;0,006667;;0,006667;0;-0,006667
2051;7,551088;;7,551088;7,551088;0;;0;0;0
2052;7,551088;;7,551088;7,551088;0;;0;0;0
2053;7,551088;;7,551088;7,551088;0;;0;0;0
2054;7,551088;;7,551088;7,551088;0;;0;0;0
2055;7,551088;;7,551088;7,551088;0;;0;0;0
2056;7,551088;;7,551088;7,551088;0;;0;0;0
2057;7,551088;;7,551088;7,551088;0;;0;0;0
2058;7,551088;;7,551088;7,551088;0;;0;0;0
2059;7,551088;;7,551088;7,551088;0;;0;0;0
2060;7,551088;;7,551088;7,551088;0;;0;-0,000398;-0,000398
2061;7,551088;;7,551088;7,551088;0;;-0,000398;0,000217;0,000615
2062;7,551088;;7,551088;7,551486;0,000398;;0,000217;6,10E-05;-0,000156
2063;7,551486;;7,551486;7,551667;0,000181;;6,10E-05;5,50E-05;-6,00E-06
2064;7,551667;;7,551667;7,551787;0,00012;;5,50E-05;-0,000105;-0,00016
2065;7,551787;;7,551787;7,551852;6,50E-05;;-0,000105;8,00E-05;0,000185
2066;7,551852;;7,551852;7,552022;0,00017;;8,00E-05;1,50E-05;-6,50E-05
2067;7,552022;;7,552022;7,552112;9,00E-05;;1,50E-05;3,00E-05;1,50E-05
2068;7,552112;;7,552112;7,552187;7,50E-05;;3,00E-05;-0,002997;-0,003027
2069;7,552187;;7,552187;7,552232;4,50E-05;;-0,002997;-0,004814;-0,001817
2070;7,552232;;7,552232;7,555274;0,003042;;-0,004814;0,007856;0,01267
2071;7,555274;;7,555274;7,56313;0,007856;;0,007856;0;-0,007856
2072;7,56313;;7,56313;7,56313;0;;0;0;0
2073;7,56313;;7,56313;7,56313;0;;0;0;0
2074;7,56313;;7,56313;7,56313;0;;0;0;0
2075;7,56313;;7,56313;7,56313;0;;0;0;0
2076;7,56313;;7,56313;7,56313;0;;0;0;0
2077;7,56313;;7,56313;7,56313;0;;0;0;0
2078;7,56313;;7,56313;7,56313;0;;0;0;0
2079;7,56313;;7,56313;7,56313;0;;0;0;0
2080;7,56313;;7,56313;7,56313;0;;0;0;0
2081;7,56313;;7,56313;7,56313;0;;0;0;0
2082;7,56313;;7,56313;7,56313;0;;0;0;0
2083;7,56313;;7,56313;7,56313;0;;0;0;0
2084;7,56313;;7,56313;7,56313;0;;0;0;0
2085;7,56313;;7,56313;7,56313;0;;0;0;0
2086;7,56313;;7,56313;7,56313;0;;0;0;0
2087;7,56313;;7,56313;7,56313;0;;0;0;0
2088;7,56313;;7,56313;7,56313;0;;0;0;0
2089;7,56313;;7,56313;7,56313;0;;0;-0,000413;-0,000413
2090;7,56313;;7,56313;7,56313;0;;-0,000413;0,000219;0,000632
2091;7,56313;;7,56313;7,563543;0,000413;;0,000219;8,00E-05;-0,000139
2092;7,563543;;7,563543;7,563737;0,000194;;8,00E-05;5,10E-05;-2,90E-05
2093;7,563737;;7,563737;7,563851;0,000114;;5,10E-05;-0,000187;-0,000238
2094;7,563851;;7,563851;7,563914;6,30E-05;;-0,000187;-8,00E-05;0,000107
2095;7,563914;;7,563914;7,564164;0,00025;;-8,00E-05;0,00033;0,00041
2096;7,564164;;7,564164;7,564494;0,00033;;0,00033;0;-0,00033
2097;7,564494;;7,564494;7,564494;0;;0;0;0
2098;7,564494;;7,564494;7,564494;0;;0;0;0
2099;7,564494;;7,564494;7,564494;0;;0;0;0
2100;7,564494;;7,564494;7,564494;0;;0;-0,000281;-0,000281
2101;7,564494;;7,564494;7,564494;0;;-0,000281;-0,005709;-0,005428
2102;7,564494;;7,564494;7,564775;0,000281;;-0,005709;-0,00533;0,000379
2103;7,564775;;7,564775;7,570765;0,00599;;-0,00533;0,01132;0,01665
2104;7,570765;;7,570765;7,582085;0,01132;;0,01132;0;-0,01132
2105;7,582085;;7,582085;7,582085;0;;0;0;0
2106;7,582085;;7,582085;7,582085;0;;0;0;0
2107;7,582085;;7,582085;7,582085;0;;0;0;0
2108;7,582085;;7,582085;7,582085;0;;0;0;0
2109;7,582085;;7,582085;7,582085;0;;0;0;0
2110;7,582085;;7,582085;7,582085;0;;0;0;0
2111;7,582085;;7,582085;7,582085;0;;0;0;0
2112;7,582085;;7,582085;7,582085;0;;0;0;0
2113;7,582085;;7,582085;7,582085;0;;0;0;0
2114;7,582085;;7,582085;7,582085;0;;0;0;0
2115;7,582085;;7,582085;7,582085;0;;0;0;0
2116;7,582085;;7,582085;7,582085;0;;0;0;0
2117;7,582085;;7,582085;7,582085;0;;0;0;0
2118;7,582085;;7,582085;7,582085;0;;0;0;0
2119;7,582085;;7,582085;7,582085;0;;0;0;0
2120;7,582085;;7,582085;7,582085;0;;0;0;0
2121;7,582085;;7,582085;7,582085;0;;0;0;0
2122;7,582085;;7,582085;7,582085;0;;0;0;0
2123;7,582085;;7,582085;7,582085;0;;0;-0,000686;-0,000686
2124;7,582085;;7,582085;7,582085;0;;-0,000686;0,000404;0,00109
2125;7,582085;;7,582085;7,582771;0,000686;;0,000404;3,20E-05;-0,000372
2126;7,582771;;7,582771;7,583053;0,000282;;3,20E-05;-0,001005;-0,001037
2127;7,583053;;7,583053;7,583303;0,00025;;-0,001005;0,001255;0,00226
2128;7,583303;;7,583303;7,584558;0,001255;;0,001255;0;-0,001255
2129;7,584558;;7,584558;7,584558;0;;0;0;0
2130;7,584558;;7,584558;7,584558;0;;0;0;0
2131;7,584558;;7,584558;7,584558;0;;0;0;0
2132;7,584558;;7,584558;7,584558;0;;0;0;0
2133;7,584558;;7,584558;7,584558;0;;0;0;0
2134;7,584558;;7,584558;7,584558;0;;0;0;0
2135;7,584558;;7,584558;7,584558;0;;0;0;0
2136;7,584558;;7,584558;7,584558;0;;0;0;0
2137;7,584558;;7,584558;7,584558;0;;0;0;0
2138;7,584558;;7,584558;7,584558;0;;0;-0,000443;-0,000443
2139;7,584558;;7,584558;7,584558;0;;-0,000443;0,000312;0,000755
2140;7,584558;;7,584558;7,585001;0,000443;;0,000312;6,00E-05;-0,000252
2141;7,585001;;7,585001;7,585132;0,000131;;6,00E-05;6,00E-06;-5,40E-05
2142;7,585132;;7,585132;7,585203;7,10E-05;;6,00E-06;-0,006818;-0,006824
2143;7,585203;;7,585203;7,585268;6,50E-05;;-0,006818;-0,002671;0,004147
2144;7,585268;;7,585268;7,592151;0,006883;;-0,002671;0,009554;0,012225
2145;7,592151;;7,592151;7,601705;0,009554;;0,009554;0;-0,009554
2146;7,601705;;7,601705;7,601705;0;;0;0;0
2147;7,601705;;7,601705;7,601705;0;;0;0;0
2148;7,601705;;7,601705;7,601705;0;;0;0;0
2149;7,601705;;7,601705;7,601705;0;;0;0;0
2150;7,601705;;7,601705;7,601705;0;;0;0;0
2151;7,601705;;7,601705;7,601705;0;;0;0;0
2152;7,601705;;7,601705;7,601705;0;;0;0;0
2153;7,601705;;7,601705;7,601705;0;;0;0;0
2154;7,601705;;7,601705;7,601705;0;;0;0;0
2155;7,601705;;7,601705;7,601705;0;;0;0;0
2156;7,601705;;7,601705;7,601705;0;;0;0;0
2157;7,601705;;7,601705;7,601705;0;;0;0;0
2158;7,601705;;7,601705;7,601705;0;;0;0;0
2159;7,601705;;7,601705;7,601705;0;;0;-0,000406;-0,000406
2160;7,601705;;7,601705;7,601705;0;;-0,000406;-3,60E-05;0,00037
2161;7,601705;;7,601705;7,602111;0,000406;;-3,60E-05;0,000102;0,000138
2162;7,602111;;7,602111;7,602553;0,000442;;0,000102;0,000209;0,000107
2163;7,602553;;7,602553;7,602893;0,00034;;0,000209;-0,000141;-0,00035
2164;7,602893;;7,602893;7,603024;0,000131;;-0,000141;-0,001365;-0,001224
2165;7,603024;;7,603024;7,603296;0,000272;;-0,001365;0,001037;0,002402
2166;7,603296;;7,603296;7,604933;0,001637;;0,001037;0,0006;-0,000437
2167;7,604933;;7,604933;7,605533;0,0006;;0,0006;-0,006676;-0,007276
2168;7,605533;;7,605533;7,605533;0;;-0,006676;0,005302;0,011978
2169;7,605533;;7,605533;7,612209;0,006676;;0,005302;0,001374;-0,003928
2170;7,612209;;7,612209;7,613583;0,001374;;0,001374;0;-0,001374
2171;7,613583;;7,613583;7,613583;0;;0;0;0
2172;7,613583;;7,613583;7,613583;0;;0;0;0
2173;7,613583;;7,613583;7,613583;0;;0;0;0
2174;7,613583;;7,613583;7,613583;0;;0;0;0
2175;7,613583;;7,613583;7,613583;0;;0;0;0
2176;7,613583;;7,613583;7,613583;0;;0;0;0
2177;7,613583;;7,613583;7,613583;0;;0;0;0
2178;7,613583;;7,613583;7,613583;0;;0;0;0
2179;7,613583;;7,613583;7,613583;0;;0;0;0
2180;7,613583;;7,613583;7,613583;0;;0;-0,000586;-0,000586
2181;7,613583;;7,613583;7,613583;0;;-0,000586;-0,000258;0,000328
2182;7,613583;;7,613583;7,614169;0,000586;;-0,000258;0,000844;0,001102
2183;7,614169;;7,614169;7,615013;0,000844;;0,000844;0;-0,000844
2184;7,615013;;7,615013;7,615013;0;;0;0;0
2185;7,615013;;7,615013;7,615013;0;;0;0;0
2186;7,615013;;7,615013;7,615013;0;;0;0;0
2187;7,615013;;7,615013;7,615013;0;;0;0;0
2188;7,615013;;7,615013;7,615013;0;;0;0;0
2189;7,615013;;7,615013;7,615013;0;;0;-0,000341;-0,000341
2190;7,615013;;7,615013;7,615013;0;;-0,000341;-0,000644;-0,000303
2191;7,615013;;7,615013;7,615354;0,000341;;-0,000644;0,000985;0,001629
2192;7,615354;;7,615354;7,616339;0,000985;;0,000985;0;-0,000985
2193;7,616339;;7,616339;7,616339;0;;0;0;0
2194;7,616339;;7,616339;7,616339;0;;0;0;0
2195;7,616339;;7,616339;7,616339;0;;0;0;0
2196;7,616339;;7,616339;7,616339;0;;0;0;0
2197;7,616339;;7,616339;7,616339;0;;0;-0,000213;-0,000213
2198;7,616339;;7,616339;7,616339;0;;-0,000213;-0,003336;-0,003123
2199;7,616339;;7,616339;7,616552;0,000213;;-0,003336;0,002927;0,006263
2200;7,616552;;7,616552;7,620101;0,003549;;0,002927;0,000622;-0,002305
2201;7,620101;;7,620101;7,620723;0,000622;;0,000622;-0,00148;-0,002102
2202;7,620723;;7,620723;7,620723;0;;-0,00148;0,00148;0,00296
2203;7,620723;;7,620723;7,622203;0,00148;;0,00148;0;-0,00148
2204;7,622203;;7,622203;7,622203;0;;0;0;0
2205;7,622203;;7,622203;7,622203;0;;0;0;0
2206;7,622203;;7,622203;7,622203;0;;0;0;0
2207;7,622203;;7,622203;7,622203;0;;0;-0,000236;-0,000236
2208;7,622203;;7,622203;7,622203;0;;-0,000236;-0,001476;-0,00124
2209;7,622203;;7,622203;7,622439;0,000236;;-0,001476;0,001712;0,003188
2210;7,622439;;7,622439;7,624151;0,001712;;0,001712;0;-0,001712
2211;7,624151;;7,624151;7,624151;0;;0;0;0
2212;7,624151;;7,624151;7,624151;0;;0;0;0
2213;7,624151;;7,624151;7,624151;0;;0;0;0
2214;7,624151;;7,624151;7,624151;0;;0;0;0
2215;7,624151;;7,624151;7,624151;0;;0;0;0
2216;7,624151;;7,624151;7,624151;0;;0;-0,000267;-0,000267
2217;7,624151;;7,624151;7,624151;0;;-0,000267;-0,000961;-0,000694
2218;7,624151;;7,624151;7,624418;0,000267;;-0,000961;0,001228;0,002189
2219;7,624418;;7,624418;7,625646;0,001228;;0,001228;0;-0,001228
2220;7,625646;;7,625646;7,625646;0;;0;0;0
2221;7,625646;;7,625646;7,625646;0;;0;0;0
2222;7,625646;;7,625646;7,625646;0;;0;0;0
2223;7,625646;;7,625646;7,625646;0;;0;0;0
2224;7,625646;;7,625646;7,625646;0;;0;0;0
2225;7,625646;;7,625646;7,625646;0;;0;-0,000227;-0,000227
2226;7,625646;;7,625646;7,625646;0;;-0,000227;-0,000867;-0,00064
2227;7,625646;;7,625646;7,625873;0,000227;;-0,000867;0,001094;0,001961
2228;7,625873;;7,625873;7,626967;0,001094;;0,001094;0;-0,001094
2229;7,626967;;7,626967;7,626967;0;;0;0;0
2230;7,626967;;7,626967;7,626967;0;;0;0;0
2231;7,626967;;7,626967;7,626967;0;;0;0;0
2232;7,626967;;7,626967;7,626967;0;;0;0;0
2233;7,626967;;7,626967;7,626967;0;;0;-0,000205;-0,000205
2234;7,626967;;7,626967;7,626967;0;;-0,000205;-0,000244;-3,90E-05
2235;7,626967;;7,626967;7,627172;0,000205;;-0,000244;-0,000197;4,70E-05
2236;7,627172;;7,627172;7,627621;0,000449;;-0,000197;0,000646;0,000843
2237;7,627621;;7,627621;7,628267;0,000646;;0,000646;0;-0,000646
2238;7,628267;;7,628267;7,628267;0;;0;0;0
2239;7,628267;;7,628267;7,628267;0;;0;0;0
2240;7,628267;;7,628267;7,628267;0;;0;-0,000183;-0,000183
2241;7,628267;;7,628267;7,628267;0;;-0,000183;-0,003267;-0,003084
2242;7,628267;;7,628267;7,62845;0,000183;;-0,003267;0,00345;0,006717
2243;7,62845;;7,62845;7,6319;0,00345;;0,00345;0;-0,00345
2244;7,6319;;7,6319;7,6319;0;;0;0;0
2245;7,6319;;7,6319;7,6319;0;;0;-0,000212;-0,000212
2246;7,6319;;7,6319;7,6319;0;;-0,000212;-0,00053;-0,000318
2247;7,6319;;7,6319;7,632112;0,000212;;-0,00053;-0,000321;0,000209
2248;7,632112;;7,632112;7,632854;0,000742;;-0,000321;0,000874;0,001195
2249;7,632854;;7,632854;7,633917;0,001063;;0,000874;0,000189;-0,000685
2250;7,633917;;7,633917;7,634106;0,000189;;0,000189;0;-0,000189
2251;7,634106;;7,634106;7,634106;0;;0;0;0
2252;7,634106;;7,634106;7,634106;0;;0;0;0
2253;7,634106;;7,634106;7,634106;0;;0;0;0
2254;7,634106;;7,634106;7,634106;0;;0;0;0
2255;7,634106;;7,634106;7,634106;0;;0;-0,002006;-0,002006
2256;7,634106;;7,634106;7,634106;0;;-0,002006;-0,002168;-0,000162
2257;7,634106;;7,634106;7,636112;0,002006;;-0,002168;0,004174;0,006342
2258;7,636112;;7,636112;7,640286;0,004174;;0,004174;0;-0,004174
2259;7,640286;;7,640286;7,640286;0;;0;0;0
2260;7,640286;;7,640286;7,640286;0;;0;0;0
2261;7,640286;;7,640286;7,640286;0;;0;0;0
2262;7,640286;;7,640286;7,640286;0;;0;0;0
2263;7,640286;;7,640286;7,640286;0;;0;0;0
2264;7,640286;;7,640286;7,640286;0;;0;0;0
2265;7,640286;;7,640286;7,640286;0;;0;0;0
2266;7,640286;;7,640286;7,640286;0;;0;0;0
2267;7,640286;;7,640286;7,640286;0;;0;0;0
2268;7,640286;;7,640286;7,640286;0;;0;0;0
2269;7,640286;;7,640286;7,640286;0;;0;0;0
2270;7,640286;;7,640286;7,640286;0;;0;0;0
2271;7,640286;;7,640286;7,640286;0;;0;0;0
2272;7,640286;;7,640286;7,640286;0;;0;0;0
