"No.","Time","Source","Destination","Protocol","Length","Info"
"9947","37.604537","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9948","37.604537","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9949","37.604537","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9950","37.604919","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"9951","37.606236","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9952","37.606236","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9953","37.606236","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9954","37.606236","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9955","37.606236","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9956","37.606236","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9957","37.606236","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9958","37.606236","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9959","37.606527","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"9960","37.607386","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9961","37.607386","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9962","37.607386","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9963","37.607386","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9964","37.607720","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"9965","37.609061","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9966","37.609061","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9967","37.609061","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9968","37.609061","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9969","37.609061","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9970","37.609061","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9971","37.609061","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9972","37.609061","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9973","37.609368","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"9974","37.610612","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9975","37.610612","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9976","37.610612","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9977","37.610612","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9978","37.610612","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9979","37.610612","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9980","37.610612","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9981","37.610612","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9982","37.610918","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"9983","37.612319","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9984","37.612319","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9985","37.612319","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9986","37.612319","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9987","37.612319","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9988","37.612319","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9989","37.612319","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9990","37.612319","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9991","37.612622","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"9992","37.615031","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9993","37.615031","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9994","37.615031","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9995","37.615031","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9996","37.615031","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9997","37.615031","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9998","37.615031","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"9999","37.615031","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10000","37.615548","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10001","37.615728","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10002","37.615728","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10003","37.615728","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10004","37.615728","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10005","37.615728","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10006","37.616011","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10007","37.617817","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10008","37.617817","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10009","37.617817","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10010","37.617817","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10011","37.617817","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10012","37.617817","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10013","37.617817","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10014","37.617817","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10015","37.617817","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10016","37.617817","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10017","37.618298","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10018","37.619017","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10019","37.619017","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10020","37.619017","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10021","37.619017","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10022","37.619017","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10023","37.619286","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10024","37.620392","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10025","37.620392","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10026","37.620392","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10027","37.620392","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10028","37.620392","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10029","37.620392","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10030","37.620392","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10031","37.620392","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10032","37.620698","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10033","37.622167","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10034","37.622167","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10035","37.622167","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10036","37.622167","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10037","37.622167","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10038","37.622167","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10039","37.622167","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10040","37.622167","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10041","37.622517","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10042","37.625980","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10043","37.625980","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10044","37.625980","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10045","37.625980","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10046","37.625980","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10047","37.625980","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10048","37.625980","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10049","37.625980","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10050","37.625980","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10051","37.625980","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10052","37.625980","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10053","37.625980","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10054","37.626465","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10055","37.626739","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10056","37.627783","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10057","37.627783","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10058","37.627783","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10059","37.627783","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10060","37.627783","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10061","37.627783","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10062","37.627783","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10063","37.627783","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10064","37.627783","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10065","37.627783","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10066","37.627783","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10067","37.627783","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10068","37.627901","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"10069","37.628150","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10070","37.630516","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10071","37.630516","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10072","37.630516","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10073","37.630516","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10074","37.630516","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10075","37.630516","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10076","37.630516","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10077","37.630516","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10078","37.630516","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10079","37.630516","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10080","37.630516","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10081","37.630516","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10082","37.630516","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10083","37.630969","192.168.1.8","118.98.109.79","UDP","80","54407  >  443 Len=38"
"10084","37.631274","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10085","37.632021","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10086","37.632021","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10087","37.632021","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10088","37.632021","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10089","37.632021","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10090","37.632021","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10091","37.632021","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10092","37.632021","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10093","37.632021","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10094","37.632021","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10095","37.632021","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10096","37.632422","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10097","37.635161","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10098","37.635161","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10099","37.635161","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10100","37.635161","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10101","37.635161","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10102","37.635161","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10103","37.635161","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10104","37.635161","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10105","37.635161","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10106","37.635161","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10107","37.635161","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10108","37.635161","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10109","37.635161","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10110","37.635161","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10111","37.635161","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10112","37.635161","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10113","37.635669","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10114","37.635775","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10115","37.635775","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10116","37.635775","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10117","37.636094","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10118","37.637468","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"10119","37.643707","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10120","37.643707","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10121","37.643707","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10122","37.643707","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10123","37.643707","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10124","37.643707","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10125","37.643707","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10126","37.643707","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10127","37.645852","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10128","37.645852","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10129","37.645852","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10130","37.645852","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10131","37.645852","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10132","37.645852","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10133","37.645852","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10134","37.645852","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10135","37.645852","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10136","37.645852","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10137","37.645852","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10138","37.645852","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10139","37.646296","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10140","37.646604","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10141","37.647770","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10142","37.647770","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10143","37.647770","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10144","37.647770","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10145","37.647770","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10146","37.647770","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10147","37.647770","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10148","37.647770","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10149","37.647770","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10150","37.647770","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10151","37.647770","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10152","37.647770","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10153","37.648124","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10154","37.648410","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10155","37.650594","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10156","37.650594","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10157","37.650594","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10158","37.650594","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10159","37.650594","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10160","37.650594","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10161","37.650594","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10162","37.650594","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10163","37.650594","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10164","37.650594","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10165","37.650594","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10166","37.650594","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10167","37.650594","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10168","37.651012","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10169","37.651337","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10170","37.651429","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10171","37.651429","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10172","37.651429","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10173","37.651429","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10174","37.651429","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10175","37.651429","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10176","37.651429","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10177","37.652448","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10178","37.652448","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10179","37.652448","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10180","37.652705","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10181","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10182","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10183","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10184","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10185","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10186","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10187","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10188","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10189","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10190","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10191","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10192","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10193","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10194","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10195","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10196","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10197","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10198","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10199","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10200","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10201","37.657984","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10202","37.658467","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10203","37.658752","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10204","37.658952","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10205","37.660793","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10206","37.660793","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10207","37.660793","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10208","37.660793","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10209","37.660793","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10210","37.660793","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10211","37.660793","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10212","37.660793","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10213","37.660793","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10214","37.660793","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10215","37.660793","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10216","37.660793","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10217","37.660793","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10218","37.660793","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10219","37.660793","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10220","37.660793","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10221","37.660793","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10222","37.660793","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10223","37.661276","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10224","37.663714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10225","37.663714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10226","37.663714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10227","37.663714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10228","37.663714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10229","37.663714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10230","37.663714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10231","37.663714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10232","37.663714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10233","37.663714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10234","37.663714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10235","37.663714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10236","37.663714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10237","37.663714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10238","37.663714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10239","37.663714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10240","37.663714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10241","37.664174","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10242","37.664496","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"10243","37.667114","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10244","37.667114","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10245","37.667114","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10246","37.667114","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10247","37.667114","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10248","37.667114","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10249","37.667114","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10250","37.667114","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"10251","37.667114","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
